Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
atefnet.com,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,0
jalfre.com,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0
affm.info,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0
greenowladvisers.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
agroxford.com,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
sieck-kuehlsysteme.de,0,1,1,4,0,0,1,1,0,1,1,1,0,0,1,0
tonsing.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
porezi.rs,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0
ahsanfeeds.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
reallymixedmedia.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0
metrological-focus.000webhostapp.com,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0
w-eight.org,0,0,0,4,0,0,0,1,0,1,0,1,0,0,1,0
theaquaticmall.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0
wu7q5.app.link,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
csknow.clicknkids.com,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0
staffordpropertygroup.com.au,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
chat.whatsagp.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
thapthan.ac.th,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0
yspublish.co.kr,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
iwalkrunrace.com,0,1,1,5,0,0,0,0,0,1,0,1,0,0,1,0
estilocouros.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,0,1,0
runescape.com-srs.xyz,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
m-interiors.com,0,0,1,7,0,0,0,1,0,1,0,1,0,0,1,0
group.agriparts.kz,0,1,1,2,0,0,0,0,0,1,1,1,0,0,1,0
ashdownar.buzz,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
alminarensemble.cl,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
censor.net.ua,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
paypal-safety-and-security.aluminioshidalgo.cl,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0
diathermiki.gr,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0
owaoutlook-webmailadmin.moonfruit.com,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
antoniabelchilegaz.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
customerservicesupport.my-free.website,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
storage.googleapis.com,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0
sberbank.ru,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0
fullthrottlebottles.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
abtekdoor.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
forms.gle,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
peringatan-pemblokiran-akun04.webnode.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
forestinhouse.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
chemstrymatch.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
spacexbtc.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
sunburstmedia.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
aceleradorasaturno.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
lum4.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
checkinitausecurity.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
radiozonax.cl,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
bradesconext.digital,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
omdream.com.br,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0
liderfmtocos.website.radio.br,0,0,1,7,0,0,0,0,0,0,1,1,1,0,1,0
f80e476c-4329-4a82-ae2b-40a9bc5e96df.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
theingredients.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
umconnectumt-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
danticlantern.co.za,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
shopbundlebee.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
earlydetectioniskey.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
cpccivils-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
123formbuilder.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0
nhs.uk,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
io9.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0
kazanyukleara.org,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
megeofhedt.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0
medellincannabis.co,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
paypal.co.uk.userrmuqu2y40n5.settingsppup.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
validation.information.dns-cloud.net,0,0,1,2,0,0,0,1,0,0,0,0,1,1,1,1
plusmarcas.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
sparkpassedecom.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
gelkayano-nz.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
espn.go.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
cremasantiestrias.es,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
rhizucor.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
whatsappjoingrup.zyns.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
nandiy.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
gueriniarmi.it,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0
shafeimall046.top,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
cn.479mbx.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0
aottoim.com,0,0,1,5,0,0,0,0,0,0,1,1,1,1,1,1
tokokainbandung.com,0,0,1,9,0,0,0,0,0,1,0,1,0,1,1,0
gulfishop.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
noticias.uol.com.br,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,1
alhaqimpex.com,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0
sberbank.ru,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0
elpla.pl,0,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0
solutionschiro.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
mamaregy.com,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
agendarsaque-fgts.online,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
glueturn.nn.r.appspot.com,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0
icicibank.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
orioncoreltd.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
poligrafiapias.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
santanderway.mobilefinanceiro.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
todosprodutos.com.br,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
dreamhouse.in.th,0,0,1,5,0,0,0,0,0,1,1,1,1,0,1,0
archive.org,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
gerente-protecao.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
profinishmi.com,0,1,1,4,0,0,0,0,0,1,0,1,0,0,1,0
canceraidsociety.org,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
78.143.96.35,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
s2pe7ed9y.rj.r.appspot.com,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0
cimer-vatandasportal.tk,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
floorsdirectltd.co.uk,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1
monikareplin.pl,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
adtekz.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
olx.co.id,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,1
moc-kompetensresurs.se,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0
videosfacebook.today,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
pabloescobal.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1
chunkyfrog.co.uk,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
grindtimegym.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
fb327-items-market46.farmerscentre.com.ng,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
btr392mwtdk0s15txvutshqj9hnsqsw5eu3mnigy.s3-ap-northeast-1.amazonaws.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0
surb.madebyhaley.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
babal.net,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0
gkjx168.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
allegro.pl,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
americantyre.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
cgi.ebay.de.annas.id,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
conhantaohpg.com,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0
com-en.ru,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
mission2freedom.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
bcpzonasegurabeta.viabcp.com.entrepreneur.pe,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
labanuepostale.yj.fr,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1
njtefeet.atbu.edu.ng,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0
mcaremart.com,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
caravellaltda.com.br,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0
evoadministrador.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
leaddogweb.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
idgod.ph,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
comicbook.com,0,0,1,3,0,0,0,0,0,1,1,1,1,0,1,1
indart.com.ar,0,0,1,5,0,0,1,0,0,1,1,1,0,0,1,0
luckypetshouse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
mashable.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
squarespace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,1
lyonpress.com.br,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
bet365dhw.net,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
hc-happycasting.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
nowskins.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
aclservices.co.uk,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
metallbaulang.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
zerbe-medien.com,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,0
networksgates.ma,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
xiolue.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
my-tee-shirt.com,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
nsp.biz.ua,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
anaximhost.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0
e-grupobancolombia.com.co,0,0,1,2,0,0,0,1,0,1,0,0,1,1,1,1
rakuten.co.jp.wthrkb.ph,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
tiny.cc,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0
wordisworld.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
servizidifatturazione.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
ethioab.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
group-whatsapps.ezua.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
novageracaotransportes.com.br,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
unlockghana.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
cwmrc.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
blueshop2u.com,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1
askubuntu.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
taijishentie.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1
espace-client.fr,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0
openoffice.com.pl,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0
hindva.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
u1037725.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
bgmedia.at,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
livewild.co,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
souzaembalagens.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
momos-ambachtelijkeijs.nl,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0
mdkvk.byethost18.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
mindfdesign.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
157.240.2.20,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
trr20200410010207145.domtemporario.com.br,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
jppost-ru.co,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
trr20200413211524171.domtemporario.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1
yahoo1.hisastudio.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
news-ontime.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,1,0
s.kekk.is,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
moonkahonda.com,0,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
theyellowsparrow.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
trustveda.com,0,0,1,5,0,0,0,0,0,1,1,0,0,0,1,0
mail.speedy.com.pk,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0
stevencrews.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
104.237.152.236,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
cciottawa050-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
censor.net.ua,0,0,1,14,0,0,0,0,0,1,0,1,0,0,1,0
vicariapastoralgdl.org,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
acessosegurodigitalmn.joomla.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
secure-account-info.openvcsme.cf,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
hostpoint.ch.1200028f.net2care.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
servisgaza.ru,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0
452901.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
estogeek.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
cimerwebbasvuruportalim.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
spankbang.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
coupedeparis.f3m.free.fr,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
b9dm.com,0,0,1,17,0,0,0,0,0,1,1,1,0,0,1,0
campisicorradomichele.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
premiumevents.ge,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,1
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
ktpn.kalisz.pl,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0
sattvagroupexotic.in,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
fareast.qa,0,0,0,3,0,0,0,0,1,1,1,1,1,0,1,0
chase-verification.diligencees.com,0,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1
sardineroabogados.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
reklama.allegro.secfence.lesavik.net,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
grindtimegym.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
faktor.rs,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0
lakshmipurmachinery.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
buzzfil.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0
amigosdonero.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
blufibras.com.br,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0
dataeinloggen.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
vergaralandscaping.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ujs612.activehosted.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0
distrokid.email,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
duniaanak.org,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0
amazon.de.signin.verification.openid.5935156.misshydjesen.tk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
buyxtrixtviptv.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
tododiatemnovidadespravoce.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
simplybeautifuleverydaylife.com,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0
arenabrazileventos.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
khurramandcosolicitors.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
14.140.233.72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
sehaweghezaa.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
deref-gmx.net,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0
bpoconnectja.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
jsdfhjbdsjbsdds.moonfruit.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
subscribes.free.fr,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
mail.tik.info.pl,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
house18.info,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
comprasautorizada.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
icipedudu-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0
policaroautomotive-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0
fixertawa.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
anitavanmegen.com,0,0,1,13,0,0,0,0,0,1,0,1,1,0,1,0
lastpass.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
mysait-my.sharepoint.com,0,0,1,7,0,0,1,1,0,0,1,1,0,0,1,0
organichealthyfood.top,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
c1511482.ferozo.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1
windowinstallationtoronto.ca,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
hartsecurity-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
unisonsouthayr.org.uk,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
gtavista.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
ee-activity.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
flightstoeurope.us,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
godandgoddess.com,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
microsoft-adminer.dns.army,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0
join-the-pipe.org,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
osarokpoyon.website2.me,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
itunes.losua.cn,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1
adammamrot.pl,0,0,1,3,1,0,0,0,0,1,0,1,0,0,1,0
wizmozinteractive.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
duluthwaterproofingmoldremoval.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
hotelmadhuvan.in,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0
pinterest.com,0,0,1,3,1,0,1,0,0,1,1,1,0,0,1,1
headphonestyles.buzz,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
ca-opi7.club,0,0,0,4,0,0,0,1,0,1,1,1,1,1,1,1
startimes.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
depibellamonterrey.com,0,1,1,3,0,0,0,0,0,1,0,1,0,0,1,0
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
ghorana.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
hitekscaffolding.co.uk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
waspsstore.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
themedisupply.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1
creativemarket.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0
automationhub.pk,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1
mmagaluofertashoje.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ggdrop.com.ru,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
topbrindes.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0
windowinstallationtoronto.ca,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
dmcc.com.au,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
20toservicelucas.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
mediaset.it,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
mail.agricareseeds.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
storage.googleapis.com,0,1,1,3,0,0,1,0,0,1,1,1,0,0,1,0
webaccess.co.id,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
studiogiardasrls.it,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
delgadaygordo.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
listamovimenti.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
site9551459.92.webydo.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
yourlust.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
emporio71.com.br,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
ilgiuncobb.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
lynkos.com.br,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
mobilepresentepravoce.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
icloud.com-account.in,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
redlinerecruitment353-my.sharepoint.com:443,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
mygpstrip.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
deshstore.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
mms.tucsonhispanicchamber.net,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
web-rechungbetrag-domain.de,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0
locksmail.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
user57205.vs.speednames.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
nhomkinhlongxuyen.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0
webs.gt,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,0
fortrader.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
modsecpaststudents.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
kosmetyczka-radzymin.pl,0,0,1,8,0,0,0,1,0,1,0,0,0,0,1,0
primaci.org,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
darkhost.pro,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
conhantaohpg.com,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0
sua-mae-vai-adora-essa-novidade.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
db.mailtrackpro.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
ladycavendishdiary.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
m5wx.com,0,0,1,8,0,0,1,0,0,1,0,1,0,0,1,0
sriaishwaryaconstruction.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
rebrand.ly,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
rencon.ch.net2care.com,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0
viewitem.eday.co.uk.itm.vauxhallastramk516174257807917item289293222dj4aaoswq4venxoo.cloudhappyconsulting.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
